Année,FINESS,Raison sociale,Commune,Statut Juridique,Région
2013,070000096,070000096 - HOPITAL DE MOZE,SAINT-AGREVE,Privé non lucratif,82 - Rhône-Alpes
2013,070000112,070000112 - CH LÉOPOLD OLLIER,CHAMBONAS,Public,82 - Rhône-Alpes
2013,070000146,070000146 - HÔPITAL LOCAL DE LARGENTIÈRE,LARGENTIERE,Public,82 - Rhône-Alpes
2013,070000179,070000179 - CH D'ARDÈCHE NORD,ANNONAY,Public,82 - Rhône-Alpes
2013,070000187,070000187 - HOPITAL LOCAL DE LAMASTRE,LAMASTRE,Public,82 - Rhône-Alpes
2013,070000195,070000195 - HL DE TOURNON,TOURNON-SUR-RHONE,Public,82 - Rhône-Alpes
2013,070000203,070000203 - HL DE ST FELICIEN,SAINT-FELICIEN,Public,82 - Rhône-Alpes
2013,070000484,070000484 - CH DE VALS LES BAINS,VALS-LES-BAINS,Public,82 - Rhône-Alpes
2013,070000609,070000609 - CH D'AUBENAS,AUBENAS,Public,82 - Rhône-Alpes
2013,070004726,070004726 - CENTRE DIALYSE AGDUC - CH AUBENAS,AUBENAS,Privé non lucratif,82 - Rhône-Alpes
2013,070006168,070006168 - CTRE DE RÉÉDUC RESPIRATOIRE,VALS-LES-BAINS,Privé non lucratif,82 - Rhône-Alpes
2013,070006804,070006804 - SSR LEON ROUVEYROL,AUBENAS,Public,82 - Rhône-Alpes
2013,070780168,070780168 - CLINIQUE DU VIVARAIS SAS,AUBENAS,Privé lucratif,82 - Rhône-Alpes
2013,070780226,070780226 - CTRE DE REEDUC. RESPIRATOIRE FOLCHERAN,LES VANS,Privé non lucratif,82 - Rhône-Alpes
2013,070780234,070780234 - CENTRE SSR LE CHATEAU,SAINT-GEORGES-LES-BAINS,Privé non lucratif,82 - Rhône-Alpes
2013,070780242,070780242 - MAISON DE CONVALESCENCE CONDAMINE,THUEYTS,Privé lucratif,82 - Rhône-Alpes
2013,070780317,070780317 - HOPITAL STE MARIE DE PRIVAS,PRIVAS,Privé non lucratif,82 - Rhône-Alpes
2013,070780390,070780390 - HÔPITAL LOCAL DE SERRIÈRES,SERRIERES,Public,82 - Rhône-Alpes
2013,070780408,070780408 - CLINIQUE DES CEVENNES,ANNONAY,Privé lucratif,82 - Rhône-Alpes
2013,070780424,070780424 - HPDA CLINIQUE PASTEUR,GUILHERAND-GRANGES,Privé lucratif,82 - Rhône-Alpes
2013,070783824,070783824 - MAISON DE CURE DU MONTOULON,PRIVAS,Public,82 - Rhône-Alpes
2013,070784517,070784517 - LONG SÉJOUR CH PRIVAS,PRIVAS,Public,82 - Rhône-Alpes
2013,070784897,070784897 - POST CURE DE VIRAC SF CROIX BLEUE,LABASTIDE-DE-VIRAC,Privé non lucratif,82 - Rhône-Alpes
2013,070786231,070786231 - UNITE AUTODIALYSE AUBENAS AURAL,AUBENAS,Privé non lucratif,82 - Rhône-Alpes
2013,070786249,070786249 - UNITE D'AUTODIALYSE ANNONAY AURAL,ANNONAY,Privé non lucratif,82 - Rhône-Alpes
2013,080000110,080000110 - CENTRE HOSPITALIER DE SEDAN,SEDAN,Public,21 - Champagne-Ardenne
2013,080000136,080000136 - HOPITAL CLINIQUE DE REVIN,REVIN,Privé lucratif,21 - Champagne-Ardenne
2013,080000219,080000219 - CENTRE HOSPITALIER DE RETHEL,RETHEL,Public,21 - Champagne-Ardenne
2013,080000250,080000250 - CRF POUR ADULTES,CHARLEVILLE-MEZIERES,Privé non lucratif,21 - Champagne-Ardenne
2013,080000268,080000268 - SOINS DE SUITE SAINT JULIEN,CHARLEVILLE-MEZIERES,Privé non lucratif,21 - Champagne-Ardenne
2013,080000276,080000276 - CENTRE HOSPITALIER DE VOUZIERS,VOUZIERS,Public,21 - Champagne-Ardenne
2013,080000284,080000284 - CENTRE HOSPITALIER,FUMAY,Public,21 - Champagne-Ardenne
2013,080000300,080000300 - CENTRE HOSPITALIER DE NOUZONVILLE,NOUZONVILLE,Public,21 - Champagne-Ardenne
2013,080000318,080000318 - CENTRE HOSPITALIER BELAIR,CHARLEVILLE-MEZIERES,Public,21 - Champagne-Ardenne
2013,080000425,080000425 - HOPITAL MANCHESTER - CH CHARLEVILLE,CHARLEVILLE-MEZIERES,Public,21 - Champagne-Ardenne
2013,080002140,080002140 - CRF POUR ENFANTS DE WARNECOURT,WARNECOURT,Privé non lucratif,21 - Champagne-Ardenne
2013,080003635,080003635 - CENTRE DE  SANTE-SOINS DE SUITE,CHARLEVILLE-MEZIERES,Public,21 - Champagne-Ardenne
2013,080005846,080005846 - UNITE D'AUTODIALYSE DE SEDAN,SEDAN,Privé non lucratif,21 - Champagne-Ardenne
2013,080006034,080006034 - UNITE D AUTO DIALYSE DE CHARLEVILLE,CHARLEVILLE-MEZIERES,Privé non lucratif,21 - Champagne-Ardenne
2013,080008279,080008279 - SERVICE D'HOSPITALISATION A DOMICILE,VOUZIERS,Public,21 - Champagne-Ardenne
2013,080008568,080008568 - UNITE DE DIALYSE MEDICALISEE DE CHARLEVILLE-MEZIER,CHARLEVILLE-MEZIERES,Privé non lucratif,21 - Champagne-Ardenne
2013,080009350,080009350 - CTRE POST-CURE EN ALCOOLOGIE CH BELAIR,CHARLEVILLE-MEZIERES,Public,21 - Champagne-Ardenne
2013,080009392,080009392 - GIE RADIOTHERAPIE 08,CHARLEVILLE-MEZIERES,Privé lucratif,21 - Champagne-Ardenne
2013,080009814,080009814 - ANTENNE SMUR  - CH CHARLEVILLE,BOGNY-SUR-MEUSE,Public,21 - Champagne-Ardenne
2013,080010267,080010267 - GCS TERRITORIAL ARDENNE NORD IMPLAN1,CHARLEVILLE-MEZIERES,Privé non lucratif,21 - Champagne-Ardenne
2013,080010465,080010465 - GCS TERRIT ARDEN NORD SITE CH SEDAN,BRIENNE-SUR-AISNE,Privé non lucratif,21 - Champagne-Ardenne
2013,080010473,080010473 - GCS TERRIT ARDEN NORD SITE CH CHARLEVI,BOGNY-SUR-MEUSE,Privé non lucratif,21 - Champagne-Ardenne
2013,090000019,090000019 - C.H (EX H.L.) SAINT LOUIS,AX-LES-THERMES,Public,73 - Midi-Pyrénées
2013,090000175,090000175 - CH INTERCOMMUNAL DU VAL D'ARIEGE,FOIX,Public,73 - Midi-Pyrénées
2013,090000183,090000183 - CENTRE HOSPITALIER  ARIEGE COUSERANS,SAINT-GIRONS,Public,73 - Midi-Pyrénées
2013,090000217,090000217 - C.H. (EX H.L.) TARASCON SUR ARIEGE,TARASCON-SUR-ARIEGE,Public,73 - Midi-Pyrénées
2013,090001629,090001629 - CH DU PAYS D'OLMES,LAVELANET,Public,73 - Midi-Pyrénées
2013,090002478,090002478 - ASSOCIATION ECHO SANTE HAD,SAINT-LIZIER,Privé non lucratif,73 - Midi-Pyrénées
2013,090002833,090002833 - ANTENNE AUTODIALYSE ASSISTEE PAMIERS,PAMIERS,Privé non lucratif,73 - Midi-Pyrénées
2013,090002841,090002841 - HOPITAL SSR,PAMIERS,Public,73 - Midi-Pyrénées
2013,090784125,090784125 - ANTENNE D'AUTODIALYSE LAVELANET,LAVELANET,Privé non lucratif,73 - Midi-Pyrénées
2013,090784679,090784679 - ANTENNE D'AUTODIALYSE SAINT LIZIER,SAINT-LIZIER,Privé non lucratif,73 - Midi-Pyrénées
2013,100000082,100000082 - CLINIQUE DU PAYS DE SEINE,ROMILLY-SUR-SEINE,Privé lucratif,21 - Champagne-Ardenne
2013,100000090,100000090 - CENTRE HOSPITALIER DE TROYES,TROYES,Public,21 - Champagne-Ardenne
2013,100000108,100000108 - EPSMA,BRIENNE-LE-CHATEAU,Public,21 - Champagne-Ardenne
2013,100000116,100000116 - CENTRE HOSPITALIER DE BAR SUR AUBE,BAR-SUR-AUBE,Public,21 - Champagne-Ardenne
2013,100000124,100000124 - POLYCLINIQUE  MONTIER LA CELLE,SAINT-ANDRE-LES-VERGERS,Privé lucratif,21 - Champagne-Ardenne
2013,100000140,100000140 - CENTRE HOSPITALIER DE BAR-SUR-SEINE,BAR-SUR-SEINE,Public,21 - Champagne-Ardenne
2013,100000157,100000157 - POLYCLINIQUE DES URSULINES,TROYES,Privé lucratif,21 - Champagne-Ardenne
2013,100000199,100000199 - GHAM - SITE DE ROMILLY-SUR-SEINE,ROMILLY-SUR-SEINE,Public,21 - Champagne-Ardenne
2013,100000801,100000801 - GHAM - SITE DE NOGENT SUR SEINE,NOGENT-SUR-SEINE,Public,21 - Champagne-Ardenne
2013,100002351,100002351 - CLINIQUE DE CHAMPAGNE,TROYES,Privé lucratif,21 - Champagne-Ardenne
2013,100005958,100005958 - UNITE D'AUTO-DIALYSE DE ROMILLY,ROMILLY-SUR-SEINE,Privé non lucratif,21 - Champagne-Ardenne
2013,100006493,100006493 - SECTION MOYEN SEJOUR - CH DE TROYES,TROYES,Public,21 - Champagne-Ardenne
2013,100006550,100006550 - UNITE D'AUTODIALYSE DE ROSIERES PRES TROYES,ROSIERES-PRES-TROYES,Privé non lucratif,21 - Champagne-Ardenne
2013,100007285,100007285 - CENTRE DE REEDUCATION FONCTIONNELLE,SAINT-PARRES-AUX-TERTRES,Privé lucratif,21 - Champagne-Ardenne
2013,100007699,100007699 - SERVICE D'HOSPITALISATION A DOMICILE,ROMILLY-SUR-SEINE,Public,21 - Champagne-Ardenne
2013,100008903,100008903 - SERVICE D'HOSPITALISATION A DOMICILE,TROYES,Privé non lucratif,21 - Champagne-Ardenne
2013,100009083,100009083 - CENTRE DE REEDUCATION PASTEUR,TROYES,Privé non lucratif,21 - Champagne-Ardenne
2013,100009133,100009133 - UNITE DE DIALYSE MEDICALISEE ROSIERES,ROSIERES-PRES-TROYES,Privé non lucratif,21 - Champagne-Ardenne
2013,100009364,100009364 - HOPITAL DE JOUR DE GERIATRIE,TROYES,Public,21 - Champagne-Ardenne
2013,100009380,100009380 - UNITE D'ALCOOLOGIE JEAN SCHIFFER,PONT-SAINTE-MARIE,Public,21 - Champagne-Ardenne
2013,110000023,110000023 - CENTRE HOSPITALIER ANTOINE GAYRAUD,CARCASSONNE,Public,91 - Languedoc-Roussillon
2013,110000049,110000049 - CENTRE HOSPITALIER J.P. CASSABEL,CASTELNAUDARY,Public,91 - Languedoc-Roussillon
2013,110000056,110000056 - CH NARBONNE HOTEL DIEU,NARBONNE,Public,91 - Languedoc-Roussillon
2013,110000189,110000189 - CENTRE HOSPITALIER LIMOUX-QUILLAN SITE DE LIMOUX,LIMOUX,Public,91 - Languedoc-Roussillon
2013,110000247,110000247 - CH LEZIGNAN CORBIERES,LEZIGNAN-CORBIERES,Public,91 - Languedoc-Roussillon
2013,110000262,110000262 - CENTRE HOSPITALIER FRANCIS VALS,PORT-LA-NOUVELLE,Public,91 - Languedoc-Roussillon
2013,110002953,110002953 - CH NARBONNE HJ PSY ADULTE PSYCHOTIQUE,NARBONNE,Public,91 - Languedoc-Roussillon
2013,110003118,110003118 - CLINIQUE DU SUD,CARCASSONNE,Privé lucratif,91 - Languedoc-Roussillon
2013,110004413,110004413 - AIDER,NARBONNE,Privé non lucratif,91 - Languedoc-Roussillon
2013,110004421,110004421 - AIDER UAD DE LIMOUX,LIMOUX,Privé non lucratif,91 - Languedoc-Roussillon
2013,110004439,110004439 - AIDER UAD DE TREBES,TREBES,Privé non lucratif,91 - Languedoc-Roussillon
2013,110004942,110004942 - SSR  KORIAN  LES QUATRE FONTAINES,NARBONNE,Privé lucratif,91 - Languedoc-Roussillon
2013,110005048,110005048 - HOSPITALISATION A DOMICILE,NARBONNE,Privé lucratif,91 - Languedoc-Roussillon
2013,110005311,110005311 - AIDER UDM DE CARCASSONNE,CARCASSONNE,Privé non lucratif,91 - Languedoc-Roussillon
2013,110005394,110005394 - HAD OUEST AUDOIS,CARCASSONNE,Privé lucratif,91 - Languedoc-Roussillon
2013,110006137,110006137 - USLD LES RIVES D'ODE,CARCASSONNE,Public,91 - Languedoc-Roussillon
2013,110780152,110780152 - CLINIQUE DE MIREMONT,BADENS,Privé lucratif,91 - Languedoc-Roussillon
2013,110780186,110780186 - CENTRE DE LORDAT,BRAM,Privé non lucratif,91 - Languedoc-Roussillon
2013,110780194,110780194 - CLINIQUE SOINS DE SUITE CHRISTINA,CHALABRE,Privé lucratif,91 - Languedoc-Roussillon
2013,110780202,110780202 - MAISON DE REPOS CHATEAU DE LA VERNEDE,CONQUES-SUR-ORBIEL,Privé lucratif,91 - Languedoc-Roussillon
2013,110780210,110780210 - CLINIQUE LES GENETS,NARBONNE,Privé lucratif,91 - Languedoc-Roussillon
2013,110780228,110780228 - POLYCLINIQUE LE LANGUEDOC,NARBONNE,Privé lucratif,91 - Languedoc-Roussillon
2013,110780236,110780236 - CENTRE HOSPITALIER LIMOUX-QUILLAN SITE DE QUILLAN,QUILLAN,Public,91 - Languedoc-Roussillon
2013,110780483,110780483 - CLINIQUE MONTREAL,CARCASSONNE,Privé lucratif,91 - Languedoc-Roussillon
2013,110781283,110781283 - USLD PECH DALCY CH NARBONNE LA COUPE,NARBONNE,Public,91 - Languedoc-Roussillon
2013,110785789,110785789 - USLD ASM,LIMOUX,Privé non lucratif,91 - Languedoc-Roussillon
2013,110786324,110786324 - ASSOCIATION AUDOISE SOCIALE & MEDICALE,LIMOUX,Privé non lucratif,91 - Languedoc-Roussillon
2013,110786746,110786746 - SOINS DE SUITE READAPTATION PA LIMOUX,LIMOUX,Privé non lucratif,91 - Languedoc-Roussillon
2013,120000039,120000039 - C.H. DE RODEZ -HOPITAL JACQUES PUEL-,RODEZ,Public,73 - Midi-Pyrénées
2013,120000054,120000054 - CH VILLEFRANCHE DE ROUERGUE,VILLEFRANCHE-DE-ROUERGUE,Public,73 - Midi-Pyrénées
2013,120000070,120000070 - CH PIERRE DELPECH DECAZEVILLE,DECAZEVILLE,Public,73 - Midi-Pyrénées
2013,120000088,120000088 - C.H.(EX H.L.)SAINT GENIEZ D'OLT,SAINT-GENIEZ-D'OLT,Public,73 - Midi-Pyrénées
2013,120000096,120000096 - C.H.I. (EX H.L.) ESPALION ST LAURENT D'OLT,ESPALION,Public,73 - Midi-Pyrénées
2013,120000153,120000153 - C.H.(EX H.L.) MAURICE FENAILLE,SEVERAC-LE-CHATEAU,Public,73 - Midi-Pyrénées
2013,120000237,120000237 - C.H.I.(EX H.L.)VALLON SALLES LA SOURCE,SALLES-LA-SOURCE,Public,73 - Midi-Pyrénées
2013,120001128,120001128 - CH ST ALAIN VILLEFRANCHE,VILLEFRANCHE-DE-ROUERGUE,Public,73 - Midi-Pyrénées
2013,120001748,120001748 - UNITE DIALYSE MEDICALISEE MILLAU,MILLAU,Privé non lucratif,73 - Midi-Pyrénées
2013,120004569,120004569 - CENTRE HOSPITALIER DE MILLAU,MILLAU,Public,73 - Midi-Pyrénées
2013,120004668,120004668 - CENTRE HOSPITALIER DE SAINT AFFRIQUE,SAINT-AFFRIQUE,Public,73 - Midi-Pyrénées
2013,120005228,120005228 - ANTENNE AUTODIALYSE ASSISTEE RODEZ,RODEZ,Privé non lucratif,73 - Midi-Pyrénées
2013,120780135,120780135 - CENTRE S.S.R LA CLAUZE,SAINT-JEAN-DELNOUS,Privé non lucratif,73 - Midi-Pyrénées
2013,120780143,120780143 - Soins de Suite et de Réadaptation,CALMONT,Privé non lucratif,73 - Midi-Pyrénées
2013,120780283,120780283 - CENTRE HOSPITALIER SAINTE MARIE,RODEZ,Privé non lucratif,73 - Midi-Pyrénées
2013,120780325,120780325 - CH MILLAU SITE DE SAINT COME,MILLAU,Public,73 - Midi-Pyrénées
2013,120782263,120782263 - USLD CH VILLEFRANCHE-DE-ROUERGUE,VILLEFRANCHE-DE-ROUERGUE,Public,73 - Midi-Pyrénées
2013,120783097,120783097 - USLD MILLAU,MILLAU,Public,73 - Midi-Pyrénées
2013,120783618,120783618 - UDSMA HOSPITALISATION A DOMICILE RODEZ,RODEZ,Privé non lucratif,73 - Midi-Pyrénées
2013,120786959,120786959 - USLD OLEMPS CH RODEZ,OLEMPS,Public,73 - Midi-Pyrénées
2013,120787254,120787254 - UAD MILLAU,MILLAU,Privé non lucratif,73 - Midi-Pyrénées
2013,120787429,120787429 - ANTENNE D'AUTODIALYSE VILLEFRANCHE,VILLEFRANCHE-DE-ROUERGUE,Privé non lucratif,73 - Midi-Pyrénées
2013,120788088,120788088 - ANTENNE D'AUTODIALYSE DECAZEVILLE,DECAZEVILLE,Privé non lucratif,73 - Midi-Pyrénées
2013,130000235,130000235 - CHS EDOUARD TOULOUSE,MARSEILLE,Public,93 - Provence-Alpes-Côte d'Azur
2013,130000409,130000409 - SITE D'AIX EN PROVENCE,AIX-EN-PROVENCE,Public,93 - Provence-Alpes-Côte d'Azur
2013,130000433,130000433 - CHS MONTPERRIN,AIX-EN-PROVENCE,Public,93 - Provence-Alpes-Côte d'Azur
2013,130000516,130000516 - CH LOUIS BRUNET D'ALLAUCH,ALLAUCH,Public,93 - Provence-Alpes-Côte d'Azur
2013,130000565,130000565 - CH EDMOND GARCIN D'AUBAGNE,AUBAGNE,Public,93 - Provence-Alpes-Côte d'Azur
2013,130001225,130001225 - CH SALON DE PROVENCE,SALON-DE-PROVENCE,Public,93 - Provence-Alpes-Côte d'Azur
2013,130001258,130001258 - HOPITAL LOCAL DE TARASCON,TARASCON,Public,93 - Provence-Alpes-Côte d'Azur
2013,130001647,130001647 - INSTITUT PAOLI CALMETTES,MARSEILLE,Privé non lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130002215,130002215 - CENTRE HOSPITALIER DE LA CIOTAT,LA CIOTAT,Public,93 - Provence-Alpes-Côte d'Azur
2013,130002496,130002496 - CHS VALVERT MARSEILLE,MARSEILLE,Public,93 - Provence-Alpes-Côte d'Azur
2013,130002694,130002694 - CLINIQUE JEAN PAOLI,ARLES,Privé non lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130002827,130002827 - CH JOSEPH IMBERT D'ARLES,ARLES,Public,93 - Provence-Alpes-Côte d'Azur
2013,130002835,130002835 - CH DE MARTIGUES HOPITAL DES RAYETTES,MARTIGUES,Public,93 - Provence-Alpes-Côte d'Azur
2013,130008253,130008253 - CLINIQUE DE VITROLLES,VITROLLES,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130008287,130008287 - ADPC AUTODIALYSE MARSEILLE,MARSEILLE,Privé non lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130012719,130012719 - USLD DU CENTRE DE SIBOURG,AIX-EN-PROVENCE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130021488,130021488 - HAD BOUCHES DU RHONE EST,MARSEILLE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130021819,130021819 - HAD CLARA SCHUMANN,AIX-EN-PROVENCE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130022619,130022619 - HAD GCM MUTUELLES DE PROVENCE,MARTIGUES,Privé non lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130024268,130024268 - CENTRE HEMODIALYSE ATMIR SALON DE PROVENCE,SALON-DE-PROVENCE,Privé non lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130024458,130024458 - HAD MARTIGUES SUD ETANG DE BERRE,CHATEAUNEUF-LES-MARTIGUES,Privé non lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130032758,130032758 - USLD CLINIQUE DE LA POINTE ROUGE,MARSEILLE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130034002,130034002 - AUTODIALYSE DIAVERUM PROVENCE SALON,SALON-DE-PROVENCE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130034044,130034044 - AUTODIALYSE DIAVERUM PROVENCE MARIGNANE,MARIGNANE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130034077,130034077 - CHP AUTODIALYSE AUBAGNE,AUBAGNE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130034093,130034093 - AUTODIALYSE DIAVERUM PROVENCE MARSEILLE,MARSEILLE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130034531,130034531 - DIAVERUM D'ARLES,ARLES,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130034556,130034556 - AUTODIALYSE MARTIGUES,MARTIGUES,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130034580,130034580 - CTRE RADIOTHERAPIE PAYS D'AIX LOCARAD,AIX-EN-PROVENCE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130034614,130034614 - ADPC AUTODIALYSE ET VACANCES,MARSEILLE,Privé non lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130035215,130035215 - AUTODIALYSE FRIEDLAND,MARSEILLE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130035223,130035223 - AUTODIALYSE ACTIPOLE,MARSEILLE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130035793,130035793 - CLINIQUE LES ALPILLES,SAINT-REMY-DE-PROVENCE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130035959,130035959 - UNITE DE DIALYSE MEDICALISEE ADPC,MARSEILLE,Privé non lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130036650,130036650 - AUTODIALYSE MARIGNANE,MARIGNANE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130037674,130037674 - CH DU VALLON MARTIGUES SLD,MARTIGUES,Public,93 - Provence-Alpes-Côte d'Azur
2013,130037922,130037922 - HOPITAL PRIVE RESIDENCE DU PARC,MARSEILLE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130038003,130038003 - SAS CHP Aix,AIX-EN-PROVENCE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130038045,130038045 - AUTODIALYSE DIAVERUM PROVENCE ISTRES,ISTRES,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130042096,130042096 - GCS CENTRE CARDIO AXIUM RAMBOT,AIX-EN-PROVENCE,Privé non lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130042526,130042526 - KORIAN LES TROIS TOURS,LA DESTROUSSE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130043508,130043508 - HJ SSR ENFANTS SALINS DE BREGILLE,MARSEILLE,Privé non lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130043664,130043664 - HOPITAL EUROPEEN,MARSEILLE,Privé non lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130780075,130780075 - KORIAN LES DEUX TOURS,MARSEILLE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130780083,130780083 - CLINIQUE GERIATRIQUE DE CHATEAU GOMBERT,MARSEILLE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130780273,130780273 - MAISON DE SANTE DE SAINTE MARTHE,MARSEILLE,Privé non lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130780521,130780521 - HOPITAL NORD,MARSEILLE,Public,93 - Provence-Alpes-Côte d'Azur
2013,130781065,130781065 - CLINIQUE PSYCHIATRIQUE LA JAUBERTE,AIX-EN-PROVENCE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130781255,130781255 - HOSPITALITE SAINT THOMAS DE VILLENEUVE,AIX-EN-PROVENCE,Privé non lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130781289,130781289 - POLYCLINIQUE PARC RAMBOT PROVENCALE,AIX-EN-PROVENCE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130781370,130781370 - CLINIQUE JEANNE D'ARC,ARLES,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130781438,130781438 - CLINIQUE DE PROVENCE BOURBONNE,AUBAGNE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130781479,130781479 - Hopital Privé La CASAMANCE,AUBAGNE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130781594,130781594 - SAS CLINIQUE SAINT MICHEL,AUBAGNE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130781768,130781768 - MAIS REGIME CONVALESCENCE LES PALMIERS,CEYRESTE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130781834,130781834 - CRF NOTRE DAME DU BON VOYAGE,LA CIOTAT,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130781867,130781867 - CLINIQUE DE LA CIOTAT,LA CIOTAT,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130781917,130781917 - CTRE MEDICAL DIETETIQUE PROVENCE AZUR,EGUILLES,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130781925,130781925 - Centre Cardio-Vasculaire d'Eyguières,EYGUIERES,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130782071,130782071 - CLINIQUE DE L'ETANG DE L'OLIVIER,ISTRES,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130782097,130782097 - CENTRE DE SIBOURG,AIX-EN-PROVENCE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130782147,130782147 - CLINIQUE GENERALE DE MARIGNANE,MARIGNANE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130782162,130782162 - CLINIQUE CHIRURGICALE DE MARTIGUES,MARTIGUES,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130782303,130782303 - CENTRE DE CONVALESENCE ET DE REEDUC FONCTIONNELLE,PEYPIN,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130782444,130782444 - CLIN DE SOINS DE SUITE CHATEAU FLORANS,LA ROQUE-D'ANTHERON,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130782451,130782451 - CENTRE MEDICAL LE MEDITERRANEE,LA ROQUE-D'ANTHERON,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130782493,130782493 - CENTRE DE DIETETIQUE SAINT LAURENT,ROQUEVAIRE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130782675,130782675 - CLINIQUE VIGNOLI,SALON-DE-PROVENCE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130783152,130783152 - CLINIQUE SAINTE ELISABETH,MARSEILLE,Privé non lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130783236,130783236 - HOPITAL DE LA CONCEPTION,MARSEILLE,Public,93 - Provence-Alpes-Côte d'Azur
2013,130783293,130783293 - HOPITAL LA TIMONE ADULTES,MARSEILLE,Public,93 - Provence-Alpes-Côte d'Azur
2013,130783327,130783327 - CLINIQUE BOUCHARD,MARSEILLE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130783475,130783475 - CLINIQUE L'ANGELUS,MARSEILLE,Privé non lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130783665,130783665 - CLINIQUE DE BONNEVEINE,MARSEILLE,Privé non lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130783723,130783723 - CLINIQUE JUGE,MARSEILLE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
2013,130783764,130783764 - CLINIQUE MON REPOS,MARSEILLE,Privé lucratif,93 - Provence-Alpes-Côte d'Azur
